Pattern,Board ID,Sensor,Status,Time to Failure (ms),Current,Location,Date,Solution,Voltage,Notes,CV_Post,CF_Post,Tags,CV_Baseline,CF_Baseline,Ph
1,03_01_0046,U1,Failed,57093.0,03_01_0046_U1_20250416_I.csv,R1-379,4/16/2025,Succinic 0.388mM,3.0,4.26,,03_01_0046_U1_20250508_CF_1.csv,,03_01_0046_U1_20240411_CV_0.csv,03_01_0046_U1_20240411_CF_0.csv,4.1
1,03_01_0046,U2,Failed,75845.0,03_01_0046_U2_20250416_I.csv,R1-379,4/16/2025,Succinic 0.388mM,3.0,,,03_01_0046_U2_20250508_CF_1.csv,,03_01_0046_U2_20240411_CV_0.csv,03_01_0046_U2_20240411_CF_0.csv,
1,03_01_0046,U3,Failed,49974.0,03_01_0046_U3_20250416_I.csv,R1-379,4/16/2025,Succinic 0.388mM,3.0,,,03_01_0046_U3_20250508_CF_1.csv,,03_01_0046_U3_20240411_CV_0.csv,03_01_0046_U3_20240411_CF_0.csv,
1,03_01_0046,U4,Failed,104035.0,03_01_0046_U4_20250416_I.csv,R1-379,4/16/2025,Succinic 0.388mM,3.0,4.1,,03_01_0046_U4_20250508_CF_1.csv,,03_01_0046_U4_20240411_CV_0.csv,03_01_0046_U4_20240411_CF_0.csv,4.1
1,03_01_0051,U1,Not started,,,,,,,,,,,03_01_0051_U1_20240411_CV_0.csv,03_01_0051_U1_20240411_CF_0.csv,
1,03_01_0051,U2,Not started,,,,,,,,,,,03_01_0051_U2_20240411_CV_0.csv,03_01_0051_U2_20240411_CF_0.csv,
1,03_01_0051,U3,Not started,,,,,,,,,,,03_01_0051_U3_20240411_CV_0.csv,03_01_0051_U3_20240411_CF_0.csv,
1,03_01_0051,U4,Not started,,,,,,,,,,,03_01_0051_U4_20240411_CV_0.csv,03_01_0051_U4_20240411_CF_0.csv,
1,03_01_0056,U2,Measure/Scanned,36439.0,0.007,CREOL-A112,10/2/2024,DI Water,5.0,,03_01_0056_U2_20241015_CV_1.csv,03_01_0056_U2_20241015_CF_1.csv,,03_01_0056_U2_20240411_CV_0.csv,03_01_0056_U2_20240411_CF_0.csv,
1,03_01_0056,U3,Measure/Scanned,31567.0,0.007,CREOL-A112,10/2/2024,DI Water,5.0,,03_01_0056_U3_20241015_CV_1.csv,03_01_0056_U3_20241015_CF_1.csv,,03_01_0056_U3_20240411_CV_0.csv,03_01_0056_U3_20240411_CF_0.csv,
1,03_01_0056,U4,Measure/Scanned,41829.0,0.0061,CREOL-A112,10/2/2024,DI Water,5.0,,03_01_0056_U4_20241015_CV_1.csv,03_01_0056_U4_20241015_CF_1.csv,,03_01_0056_U4_20240411_CV_0.csv,03_01_0056_U4_20240411_CF_0.csv,
1,03_01_0056,U1,Measure/Scanned,31013.0,0.0064,CREOL-A112,10/2/2024,DI Water,5.0,,03_01_0056_U1_20241015_CV_1.csv,03_01_0056_U1_20241015_CF_1.csv,,03_01_0056_U1_20240411_CV_0.csv,03_01_0056_U1_20240411_CF_0.csv,
1,03_01_0061,U1,Failed,23868.0,03_01_0061_U1_20250505_i.csv,R1-379,5/5/2025,Adipic Acid - 1.24mM,3.0,3.96,,03_01_0061_U1_20250508_CF_1.csv,,03_01_0061_U1_20240411_CV_0.csv,03_01_0061_U1_20240411_CF_0.csv,3.96
1,03_01_0061,U2,Failed,41564.0,03_01_0061_U2_20250505_i.csv,R1-379,5/5/2025,Adipic Acid - 1.24mM,3.0,,,03_01_0061_U2_20250508_CF_1.csv,,03_01_0061_U2_20240411_CV_0.csv,03_01_0061_U2_20240411_CF_0.csv,
1,03_01_0061,U3,Failed,64934.0,03_01_0061_U3_20250505_i.csv,R1-379,5/5/2025,Adipic Acid - 1.24mM,3.0,,,03_01_0061_U3_20250508_CF_1.csv,,03_01_0061_U3_20240411_CV_0.csv,03_01_0061_U3_20240411_CF_0.csv,
1,03_01_0061,U4,Failed,65516.0,03_01_0061_U4_20250505_i.csv,R1-379,5/5/2025,Adipic Acid - 1.24mM,3.0,,,03_01_0061_U4_20250508_CF_1.csv,,03_01_0061_U4_20240411_CV_0.csv,03_01_0061_U4_20240411_CF_0.csv,
1,03_01_0066,U1,Failed,35823.0,03_01_0066_U1_20250416_I.csv,R1-379,4/16/2025,Succinic 0.388mM,3.0,4.22,,03_01_0066_U1_20250508_CF_1.csv,,03_01_0066_U1_20240411_CV_0.csv,03_01_0066_U1_20240411_CF_0.csv,4.26
1,03_01_0066,U2,Failed,32858.0,03_01_0066_U2_20250416_I.csv,R1-379,4/16/2025,Succinic 0.388mM,3.0,,,03_01_0066_U2_20250508_CF_1.csv,,03_01_0066_U2_20240411_CV_0.csv,03_01_0066_U2_20240411_CF_0.csv,
1,03_01_0066,U3,Failed,33152.0,03_01_0066_U3_20250416_I.csv,R1-379,4/16/2025,Succinic 0.388mM,3.0,,,03_01_0066_U3_20250508_CF_1.csv,,03_01_0066_U3_20240411_CV_0.csv,03_01_0066_U3_20240411_CF_0.csv,
1,03_01_0066,U4,Failed,43174.0,03_01_0066_U4_20250416_I.csv,R1-379,4/16/2025,Succinic 0.388mM,3.0,4.26,,03_01_0066_U4_20250508_CF_1.csv,,03_01_0066_U4_20240411_CV_0.csv,03_01_0066_U4_20240411_CF_0.csv,4.26
1,03_01_0071,U1,Not started,,,,,,,,,,,03_01_0071_U1_20240411_CV_0.csv,03_01_0071_U1_20240411_CF_0.csv,
1,03_01_0071,U2,Not started,,,,,,,,,,,03_01_0071_U2_20240411_CV_0.csv,03_01_0071_U2_20240411_CF_0.csv,
1,03_01_0071,U3,Not started,,,,,,,,,,,03_01_0071_U3_20240411_CV_0.csv,03_01_0071_U3_20240411_CF_0.csv,
1,03_01_0071,U4,Not started,,,,,,,,,,,03_01_0071_U4_20240411_CV_0.csv,03_01_0071_U4_20240411_CF_0.csv,
1,03_01_0076,U2,Measure/Scanned,29982.0,0.0091,CREOL-A112,10/2/2024,DI Water,5.0,,03_01_0076_U2_20241015_CV_1.csv,03_01_0076_U2_20241015_CF_1.csv,,03_01_0076_U2_20240411_CV_0.csv,03_01_0076_U2_20240411_CF_0.csv,
1,03_01_0076,U3,Measure/Scanned,27010.0,0.0051,CREOL-A112,10/2/2024,DI Water,5.0,,03_01_0076_U3_20241015_CV_1.csv,03_01_0076_U3_20241015_CF_1.csv,,03_01_0076_U3_20240411_CV_0.csv,03_01_0076_U3_20240411_CF_0.csv,
1,03_01_0076,U4,Measure/Scanned,43876.0,0.0064,CREOL-A112,10/2/2024,DI Water,5.0,,03_01_0076_U4_20241015_CV_1.csv,03_01_0076_U4_20241015_CF_1.csv,,03_01_0076_U4_20240411_CV_0.csv,03_01_0076_U4_20240411_CF_0.csv,
1,03_01_0076,U1,Measure/Scanned,31253.0,0.0091,CREOL-A112,10/2/2024,DI Water,5.0,,03_01_0076_U1_20241015_CV_1.csv,03_01_0076_U1_20241015_CF_1.csv,,03_01_0076_U1_20240411_CV_0.csv,03_01_0076_U1_20240411_CF_0.csv,
1,03_01_0081,U1,Failed,92411.0,03_01_0081_U1_20250505_i.csv,R1-379,5/5/2025,Adipic Acid - 1.24mM,3.0,3.96,,03_01_0081_U1_20250508_CF_1.csv,,03_01_0081_U1_20240411_CV_0.csv,03_01_0081_U1_20240411_CF_0.csv,3.96
1,03_01_0081,U2,Failed,74182.0,03_01_0081_U2_20250505_i.csv,R1-379,5/5/2025,Adipic Acid - 1.24mM,3.0,,,03_01_0081_U2_20250508_CF_1.csv,,03_01_0081_U2_20240411_CV_0.csv,03_01_0081_U2_20240411_CF_0.csv,
1,03_01_0081,U3,Failed,65202.0,03_01_0081_U3_20250505_i.csv,R1-379,5/5/2025,Adipic Acid - 1.24mM,3.0,,,03_01_0081_U3_20250508_CF_1.csv,,03_01_0081_U3_20240411_CV_0.csv,03_01_0081_U3_20240411_CF_0.csv,
1,03_01_0081,U4,Failed,71432.0,03_01_0081_U4_20250505_i.csv,R1-379,5/5/2025,Adipic Acid - 1.24mM,3.0,3.72,,03_01_0081_U4_20250508_CF_1.csv,,03_01_0081_U4_20240411_CV_0.csv,03_01_0081_U4_20240411_CF_0.csv,3.96
1,03_01_0086,U1,Failed,28461.0,03_01_0086_U1_20250418_I.csv,R1-379,4/18/2025,Succinic 0.388mM,3.0,4.23 pH,,03_01_0086_U1_20250508_CF_1.csv,,03_01_0086_U1_20240411_CV_0.csv,03_01_0086_U1_20240411_CF_0.csv,4.23
1,03_01_0086,U2,Failed,29613.0,03_01_0086_U2_20250418_I.csv,R1-379,4/18/2025,Succinic 0.388mM,3.0,,,03_01_0086_U2_20250508_CF_1.csv,,03_01_0086_U2_20240411_CV_0.csv,03_01_0086_U2_20240411_CF_0.csv,
1,03_01_0086,U3,Failed,25771.0,03_01_0086_U3_20250418_I.csv,R1-379,4/18/2025,Succinic 0.388mM,3.0,,,03_01_0086_U3_20250508_CF_1.csv,,03_01_0086_U3_20240411_CV_0.csv,03_01_0086_U3_20240411_CF_0.csv,
1,03_01_0086,U4,Failed,36390.0,03_01_0086_U4_20250418_I.csv,R1-379,4/18/2025,Succinic 0.388mM,3.0,4.2,,03_01_0086_U4_20250508_CF_1.csv,,03_01_0086_U4_20240411_CV_0.csv,03_01_0086_U4_20240411_CF_0.csv,4.23
1,03_01_0091,U1,Not started,,,,,,,,,,,03_01_0091_U1_20240411_CV_0.csv,03_01_0091_U1_20240411_CF_0.csv,
1,03_01_0091,U2,Not started,,,,,,,,,,,03_01_0091_U2_20240411_CV_0.csv,03_01_0091_U2_20240411_CF_0.csv,
1,03_01_0091,U3,Not started,,,,,,,,,,,03_01_0091_U3_20240411_CV_0.csv,03_01_0091_U3_20240411_CF_0.csv,
1,03_01_0091,U4,Not started,,,,,,,,,,,03_01_0091_U4_20240411_CV_0.csv,03_01_0091_U4_20240411_CF_0.csv,
1,03_01_0096,U1,Measure/Scanned,31406.0,0.0093,CREOL-A112,10/2/2024,DI Water,5.0,,03_01_0096_U1_20241015_CV_1.csv,03_01_0096_U1_20241015_CF_1.csv,,03_01_0096_U1_20240411_CV_0.csv,03_01_0096_U1_20240411_CF_0.csv,
1,03_01_0096,U2,Measure/Scanned,31382.0,0.0071,CREOL-A112,10/2/2024,DI Water,5.0,,03_01_0096_U2_20241015_CV_1.csv,03_01_0096_U2_20241015_CF_1.csv,,03_01_0096_U2_20240411_CV_0.csv,03_01_0096_U2_20240411_CF_0.csv,
1,03_01_0096,U3,Measure/Scanned,31222.0,0.0088,CREOL-A112,10/2/2024,DI Water,5.0,,03_01_0096_U3_20241015_CV_1.csv,03_01_0096_U3_20241015_CF_1.csv,,03_01_0096_U3_20240411_CV_0.csv,03_01_0096_U3_20240411_CF_0.csv,
1,03_01_0096,U4,Measure/Scanned,38954.0,0.0051,CREOL-A112,10/2/2024,DI Water,5.0,,03_01_0096_U4_20241015_CV_1.csv,03_01_0096_U4_20241015_CF_1.csv,,03_01_0096_U4_20240411_CV_0.csv,03_01_0096_U4_20240411_CF_0.csv,
1,03_01_0101,U1,Not started,,,,,,,,,,,03_01_0101_U1_20240412_CV_0.csv,03_01_0101_U1_20240412_CF_0.csv,
1,03_01_0101,U2,Not started,,,,,,,,,,,03_01_0101_U2_20240412_CV_0.csv,03_01_0101_U2_20240412_CF_0.csv,
1,03_01_0101,U3,Not started,,,,,,,,,,,03_01_0101_U3_20240412_CV_0.csv,03_01_0101_U3_20240412_CF_0.csv,
1,03_01_0101,U4,Not started,,,,,,,,,,,03_01_0101_U4_20240412_CV_0.csv,03_01_0101_U4_20240412_CF_0.csv,
1,03_01_0106,U1,Failed,82056.0,03_01_0106_U1_20250505_i.csv,R1-379,5/5/2025,Adipic Acid - 1.24mM,3.0,3.82,,03_01_0106_U1_20250508_CF_1.csv,,03_01_0106_U1_20240412_CV_0.csv,03_01_0106_U1_20240412_CF_0.csv,3.82
1,03_01_0106,U2,Failed,77750.0,03_01_0106_U2_20250505_i.csv,R1-379,5/5/2025,Adipic Acid - 1.24mM,3.0,,,03_01_0106_U2_20250508_CF_1.csv,,03_01_0106_U2_20240412_CV_0.csv,03_01_0106_U2_20240412_CF_0.csv,
1,03_01_0106,U3,Failed,74521.0,03_01_0106_U3_20250505_i.csv,R1-379,5/5/2025,Adipic Acid - 1.24mM,3.0,,,03_01_0106_U3_20250508_CF_1.csv,,03_01_0106_U3_20240412_CV_0.csv,03_01_0106_U3_20240412_CF_0.csv,
1,03_01_0106,U4,Failed,89957.0,03_01_0106_U4_20250505_i.csv,R1-379,5/5/2025,Adipic Acid - 1.24mM,3.0,3.72,,03_01_0106_U4_20250508_CF_1.csv,,03_01_0106_U4_20240412_CV_0.csv,03_01_0106_U4_20240412_CF_0.csv,3.82
1,03_01_0111,U1,Not started,,,,,,,,,,,03_01_0111_U1_20240412_CV_0.csv,03_01_0111_U1_20240412_CF_0.csv,
1,03_01_0111,U2,Not started,,,,,,,,,,,03_01_0111_U2_20240412_CV_0.csv,03_01_0111_U2_20240412_CF_0.csv,
1,03_01_0111,U3,Not started,,,,,,,,,,,03_01_0111_U3_20240412_CV_0.csv,03_01_0111_U3_20240412_CF_0.csv,
1,03_01_0111,U4,Not started,,,,,,,,,,,03_01_0111_U4_20240412_CV_0.csv,03_01_0111_U4_20240412_CF_0.csv,
1,03_01_0116,U4,Not started,,,,,,,,,,,03_01_0116_U4_20240411_CV_0.csv,03_01_0116_U4_20240411_CF_0.csv,
1,03_01_0116,U1,Not started,,,,,,,,,,,03_01_0116_U1_20240411_CV_0.csv,03_01_0116_U1_20240411_CF_0.csv,
1,03_01_0116,U2,Not started,,,,,,,,,,,03_01_0116_U2_20240411_CV_0.csv,03_01_0116_U2_20240411_CF_0.csv,
1,03_01_0116,U3,Not started,,,,,,,,,,,03_01_0116_U3_20240411_CV_0.csv,03_01_0116_U3_20240411_CF_0.csv,
1,03_01_0121,U1,Not started,,,,,,,,,,,03_01_0121_U1_20240411_CV_0.csv,03_01_0121_U1_20240411_CF_0.csv,
1,03_01_0121,U2,Not started,,,,,,,,,,,03_01_0121_U2_20240411_CV_0.csv,03_01_0121_U2_20240411_CF_0.csv,
1,03_01_0121,U3,Not started,,,,,,,,,,,03_01_0121_U3_20240411_CV_0.csv,03_01_0121_U3_20240411_CF_0.csv,
1,03_01_0121,U4,Not started,,,,,,,,,,,03_01_0121_U4_20240411_CV_0.csv,03_01_0121_U4_20240411_CF_0.csv,
1,03_01_0126,U2,Measure/Scanned,77358.0,0.009,CREOL-A112,1/7/2025,DI Water,3.0,,03_01_0126_U2_20250117_CV_1.csv,03_01_0126_U2_20250117_CF_1.csv,,03_01_0126_U2_20231121_CV_0.csv,03_01_0126_U2_20231121_CF_0.csv,
1,03_01_0126,U3,Measure/Scanned,65341.0,0.0088,CREOL-A112,1/7/2025,DI Water,3.0,,03_01_0126_U3_20250117_CV_1.csv,03_01_0126_U3_20250117_CF_1.csv,,03_01_0126_U3_20231121_CV_0.csv,03_01_0126_U3_20231121_CF_0.csv,
1,03_01_0126,U4,Measure/Scanned,64953.0,0.0093,CREOL-A112,1/7/2025,DI Water,3.0,,03_01_0126_U4_20250117_CV_1.csv,03_01_0126_U4_20250117_CF_1.csv,,03_01_0126_U4_20231121_CV_0.csv,03_01_0126_U4_20231121_CF_0.csv,
1,03_01_0126,U1,Measure/Scanned,77150.0,0.0088,CREOL-A112,1/7/2025,DI Water,3.0,,03_01_0126_U1_20250117_CV_1.csv,03_01_0126_U1_20250117_CF_1.csv,,03_01_0126_U1_20231121_CV_0.csv,03_01_0126_U1_20231121_CF_0.csv,
1,03_01_0131,U1,Failed,49245.0,03_01_0131_U1_20250406_I.CSV,CREOL-A112,4/6/2025,Adipic Acid - 1.24mM,3.0,,03_01_0131_U1_20250416_CV_1.csv,03_01_0131_U1_20250416_CF_1.csv,,03_01_0131_U1_20231121_CV_0.csv,03_01_0131_U1_20231121_CF_0.csv,
1,03_01_0131,U2,Failed,44634.0,03_01_0131_U2_20250406_I.CSV,CREOL-A112,4/6/2025,Adipic Acid - 1.24mM,3.0,,03_01_0131_U2_20250416_CV_1.csv,03_01_0131_U2_20250416_CF_1.csv,,03_01_0131_U2_20231121_CV_0.csv,03_01_0131_U2_20231121_CF_0.csv,
1,03_01_0131,U3,Failed,71500.0,03_01_0131_U3_20250406_I.CSV,CREOL-A112,4/6/2025,Adipic Acid - 1.24mM,3.0,,03_01_0131_U3_20250416_CV_1.csv,03_01_0131_U3_20250416_CF_1.csv,,03_01_0131_U3_20231121_CV_0.csv,03_01_0131_U3_20231121_CF_0.csv,
1,03_01_0131,U4,Failed,46214.0,03_01_0131_U4_20250406_I.CSV,CREOL-A112,4/6/2025,Adipic Acid - 1.24mM,3.0,,03_01_0131_U4_20250416_CV_1.csv,03_01_0131_U4_20250416_CF_1.csv,,03_01_0131_U4_20231121_CV_0.csv,03_01_0131_U4_20231121_CF_0.csv,
1,03_01_0136,U2,Failed,13621.0,0.0178,R1-379,11/22/2024,Succinic 20mM,5.0,,03_01_0136_U2_20250117_CV_1.csv,03_01_0136_U2_20250117_CF_1.csv,,03_01_0136_U2_20231121_CV_0.csv,03_01_0136_U2_20231121_CF_0.csv,
1,03_01_0136,U3,Failed,13643.0,0.0189,R1-379,11/22/2024,Succinic 20mM,5.0,,03_01_0136_U3_20250117_CV_1.csv,03_01_0136_U3_20250117_CF_1.csv,,03_01_0136_U3_20231121_CV_0.csv,03_01_0136_U3_20231121_CF_0.csv,
1,03_01_0136,U4,Failed,13622.0,0.018,R1-379,11/22/2024,Succinic 20mM,5.0,,03_01_0136_U4_20250117_CV_1.csv,03_01_0136_U4_20250117_CF_1.csv,,03_01_0136_U4_20231121_CV_0.csv,03_01_0136_U4_20231121_CF_0.csv,
1,03_01_0136,U1,Failed,13600.0,0.0163,R1-379,11/22/2024,Succinic 20mM,5.0,20mM concentration,03_01_0136_U1_20250117_CV_1.csv,03_01_0136_U1_20250117_CF_1.csv,,03_01_0136_U1_20231121_CV_0.csv,03_01_0136_U1_20231121_CF_0.csv,
1,03_01_0136,U1,Measure/Scanned,10323.0,0.0064,R1-379,11/22/2024,Succinic 3.6mM,5.0,2nd at Low concentration,03_01_0136_U1_20250117_CV_1.csv,03_01_0136_U1_20250117_CF_1.csv,,03_01_0136_U1_20231121_CV_0.csv,03_01_0136_U1_20231121_CF_0.csv,
1,03_01_0141,U1,Not started,,,,,,,,,,,03_01_0141_U1_20231121_CV_0.csv,03_01_0141_U1_20231121_CF_0.csv,
1,03_01_0141,U2,Not started,,,,,,,,,,,03_01_0141_U2_20231121_CV_0.csv,03_01_0141_U2_20231121_CF_0.csv,
1,03_01_0141,U3,Not started,,,,,,,,,,,03_01_0141_U3_20231121_CV_0.csv,03_01_0141_U3_20231121_CF_0.csv,
1,03_01_0141,U4,Not started,,,,,,,,,,,03_01_0141_U4_20231121_CV_0.csv,03_01_0141_U4_20231121_CF_0.csv,
1,03_01_0146,U2,Measure/Scanned,76967.0,0.0063,CREOL-A112,1/7/2025,DI Water,3.0,,03_01_0146_U2_20250117_CV_1.csv,03_01_0146_U2_20250117_CF_1.csv,,03_01_0146_U2_20231121_CV_0.csv,03_01_0146_U2_20231121_CF_0.csv,
1,03_01_0146,U3,Measure/Scanned,41785.0,0.005,CREOL-A112,1/7/2025,DI Water,3.0,Ran twice,03_01_0146_U3_20250117_CV_1.csv,03_01_0146_U3_20250117_CF_1.csv,,03_01_0146_U3_20231121_CV_0.csv,03_01_0146_U3_20231121_CF_0.csv,
1,03_01_0146,U4,Measure/Scanned,147628.0,0.0061,CREOL-A112,1/7/2025,DI Water,3.0,,03_01_0146_U4_20250117_CV_1.csv,03_01_0146_U4_20250117_CF_1.csv,,03_01_0146_U4_20231121_CV_0.csv,03_01_0146_U4_20231121_CF_0.csv,
1,03_01_0146,U1,Measure/Scanned,76871.0,0.0122,CREOL-A112,1/7/2025,DI Water,3.0,,03_01_0146_U1_20250117_CV_1.csv,03_01_0146_U1_20250117_CF_1.csv,,03_01_0146_U1_20231121_CV_0.csv,03_01_0146_U1_20231121_CF_0.csv,
1,03_01_0151,U1,Failed,54771.0,03_01_0151_U1_20250406_I.CSV,CREOL-A112,4/6/2025,Adipic Acid - 1.24mM,3.0,4.07pH,03_01_0151_U1_20250416_CV_1.csv,03_01_0151_U1_20250416_CF_1.csv,,03_01_0151_U1_20231121_CV_0.csv,03_01_0151_U1_20231121_CF_0.csv,4.07
